pair,row_value,column_value,count,row_total,column_total,total
profession_category__works_in_industry_en,entertainment,insurance,11,435,100,5000
profession_category__works_in_industry_en,entertainment,investment,9,435,100,5000
profession_category__works_in_industry_en,entertainment,law,9,435,100,5000
profession_category__works_in_industry_en,entertainment,logistics,8,435,100,5000
profession_category__works_in_industry_en,entertainment,maritime,9,435,100,5000
profession_category__works_in_industry_en,entertainment,media,8,435,100,5000
profession_category__works_in_industry_en,entertainment,pharmaceuticals,8,435,100,5000
profession_category__works_in_industry_en,entertainment,property,8,435,100,5000
profession_category__works_in_industry_en,entertainment,railways,10,435,100,5000
profession_category__works_in_industry_en,entertainment,recreation,9,435,100,5000
profession_category__works_in_industry_en,entertainment,research,9,435,100,5000
profession_category__works_in_industry_en,entertainment,retail,8,435,100,5000
profession_category__works_in_industry_en,entertainment,security,9,435,100,5000
profession_category__works_in_industry_en,entertainment,software,9,435,100,5000
profession_category__works_in_industry_en,entertainment,space,9,435,100,5000
profession_category__works_in_industry_en,entertainment,textiles,9,435,100,5000
profession_category__works_in_industry_en,entertainment,timber,8,435,100,5000
profession_category__works_in_industry_en,entertainment,tourism,9,435,100,5000
profession_category__works_in_industry_en,entertainment,trade,9,435,100,5000
profession_category__works_in_industry_en,entertainment,waste,8,435,100,5000
profession_category__works_in_industry_en,entertainment,welfare,9,435,100,5000
profession_category__works_in_industry_en,finance,academia,3,177,100,5000
profession_category__works_in_industry_en,finance,accounting,4,177,100,5000
profession_category__works_in_industry_en,finance,advertising,3,177,100,5000
profession_category__works_in_industry_en,finance,airlines,3,177,100,5000
profession_category__works_in_industry_en,finance,architecture,4,177,100,5000
profession_category__works_in_industry_en,finance,arts,3,177,100,5000
profession_category__works_in_industry_en,finance,automotive,4,177,100,5000
profession_category__works_in_industry_en,finance,banking,3,177,100,5000
profession_category__works_in_industry_en,finance,biotech,4,177,100,5000
profession_category__works_in_industry_en,finance,books,3,177,100,5000
profession_category__works_in_industry_en,finance,catering,3,177,100,5000
profession_category__works_in_industry_en,finance,chemicals,4,177,100,5000
profession_category__works_in_industry_en,finance,communications,3,177,100,5000
profession_category__works_in_industry_en,finance,construction,4,177,100,5000
profession_category__works_in_industry_en,finance,consulting,4,177,100,5000
profession_category__works_in_industry_en,finance,electrical,4,177,100,5000
profession_category__works_in_industry_en,finance,energy,4,177,100,5000
profession_category__works_in_industry_en,finance,engineering,3,177,100,5000
profession_category__works_in_industry_en,finance,entertainment,4,177,100,5000
profession_category__works_in_industry_en,finance,extraction,4,177,100,5000
profession_category__works_in_industry_en,finance,fabrication,4,177,100,5000
profession_category__works_in_industry_en,finance,farming,3,177,100,5000
profession_category__works_in_industry_en,finance,fashion,4,177,100,5000
profession_category__works_in_industry_en,finance,gaming,5,177,100,5000
profession_category__works_in_industry_en,finance,government,4,177,100,5000
profession_category__works_in_industry_en,finance,groceries,3,177,100,5000
profession_category__works_in_industry_en,finance,healthcare,3,177,100,5000
profession_category__works_in_industry_en,finance,hotels,4,177,100,5000
profession_category__works_in_industry_en,finance,infrastructure,4,177,100,5000
profession_category__works_in_industry_en,finance,insurance,4,177,100,5000
profession_category__works_in_industry_en,finance,investment,3,177,100,5000
profession_category__works_in_industry_en,finance,law,3,177,100,5000
profession_category__works_in_industry_en,finance,logistics,3,177,100,5000
profession_category__works_in_industry_en,finance,maritime,4,177,100,5000
profession_category__works_in_industry_en,finance,media,3,177,100,5000
profession_category__works_in_industry_en,finance,pharmaceuticals,3,177,100,5000
profession_category__works_in_industry_en,finance,property,3,177,100,5000
profession_category__works_in_industry_en,finance,railways,3,177,100,5000
profession_category__works_in_industry_en,finance,recreation,3,177,100,5000
profession_category__works_in_industry_en,finance,research,4,177,100,5000
profession_category__works_in_industry_en,finance,retail,3,177,100,5000
profession_category__works_in_industry_en,finance,security,4,177,100,5000
profession_category__works_in_industry_en,finance,software,4,177,100,5000
profession_category__works_in_industry_en,finance,space,4,177,100,5000
profession_category__works_in_industry_en,finance,textiles,4,177,100,5000
profession_category__works_in_industry_en,finance,timber,3,177,100,5000
profession_category__works_in_industry_en,finance,tourism,3,177,100,5000
profession_category__works_in_industry_en,finance,trade,4,177,100,5000
profession_category__works_in_industry_en,finance,waste,3,177,100,5000
profession_category__works_in_industry_en,finance,welfare,4,177,100,5000
profession_category__works_in_industry_en,general,academia,42,2189,100,5000
profession_category__works_in_industry_en,general,accounting,44,2189,100,5000
profession_category__works_in_industry_en,general,advertising,46,2189,100,5000
profession_category__works_in_industry_en,general,airlines,44,2189,100,5000
profession_category__works_in_industry_en,general,architecture,45,2189,100,5000
profession_category__works_in_industry_en,general,arts,47,2189,100,5000
profession_category__works_in_industry_en,general,automotive,43,2189,100,5000
profession_category__works_in_industry_en,general,banking,44,2189,100,5000
profession_category__works_in_industry_en,general,biotech,39,2189,100,5000
profession_category__works_in_industry_en,general,books,41,2189,100,5000
profession_category__works_in_industry_en,general,catering,44,2189,100,5000
profession_category__works_in_industry_en,general,chemicals,40,2189,100,5000
profession_category__works_in_industry_en,general,communications,42,2189,100,5000
profession_category__works_in_industry_en,general,construction,42,2189,100,5000
profession_category__works_in_industry_en,general,consulting,43,2189,100,5000
profession_category__works_in_industry_en,general,electrical,43,2189,100,5000
profession_category__works_in_industry_en,general,energy,44,2189,100,5000
profession_category__works_in_industry_en,general,engineering,45,2189,100,5000
profession_category__works_in_industry_en,general,entertainment,44,2189,100,5000
profession_category__works_in_industry_en,general,extraction,43,2189,100,5000
profession_category__works_in_industry_en,general,fabrication,45,2189,100,5000
profession_category__works_in_industry_en,general,farming,43,2189,100,5000
profession_category__works_in_industry_en,general,fashion,44,2189,100,5000
profession_category__works_in_industry_en,general,gaming,44,2189,100,5000
profession_category__works_in_industry_en,general,government,44,2189,100,5000
profession_category__works_in_industry_en,general,groceries,47,2189,100,5000
profession_category__works_in_industry_en,general,healthcare,40,2189,100,5000
profession_category__works_in_industry_en,general,hotels,43,2189,100,5000
profession_category__works_in_industry_en,general,infrastructure,45,2189,100,5000
profession_category__works_in_industry_en,general,insurance,43,2189,100,5000
profession_category__works_in_industry_en,general,investment,44,2189,100,5000
profession_category__works_in_industry_en,general,law,47,2189,100,5000
profession_category__works_in_industry_en,general,logistics,46,2189,100,5000
profession_category__works_in_industry_en,general,maritime,46,2189,100,5000
profession_category__works_in_industry_en,general,media,44,2189,100,5000
profession_category__works_in_industry_en,general,pharmaceuticals,43,2189,100,5000
profession_category__works_in_industry_en,general,property,44,2189,100,5000
profession_category__works_in_industry_en,general,railways,42,2189,100,5000
profession_category__works_in_industry_en,general,recreation,45,2189,100,5000
profession_category__works_in_industry_en,general,research,44,2189,100,5000
profession_category__works_in_industry_en,general,retail,46,2189,100,5000
profession_category__works_in_industry_en,general,security,44,2189,100,5000
profession_category__works_in_industry_en,general,software,43,2189,100,5000
profession_category__works_in_industry_en,general,space,42,2189,100,5000
profession_category__works_in_industry_en,general,textiles,44,2189,100,5000
profession_category__works_in_industry_en,general,timber,47,2189,100,5000
profession_category__works_in_industry_en,general,tourism,47,2189,100,5000
profession_category__works_in_industry_en,general,trade,42,2189,100,5000
profession_category__works_in_industry_en,general,waste,42,2189,100,5000
profession_category__works_in_industry_en,general,welfare,44,2189,100,5000
profession_category__works_in_industry_en,healthcare,academia,3,166,100,5000
profession_category__works_in_industry_en,healthcare,accounting,3,166,100,5000
profession_category__works_in_industry_en,healthcare,advertising,3,166,100,5000
profession_category__works_in_industry_en,healthcare,airlines,4,166,100,5000
profession_category__works_in_industry_en,healthcare,architecture,4,166,100,5000
profession_category__works_in_industry_en,healthcare,arts,4,166,100,5000
profession_category__works_in_industry_en,healthcare,automotive,3,166,100,5000
profession_category__works_in_industry_en,healthcare,banking,4,166,100,5000
profession_category__works_in_industry_en,healthcare,biotech,3,166,100,5000
profession_category__works_in_industry_en,healthcare,books,4,166,100,5000
profession_category__works_in_industry_en,healthcare,catering,3,166,100,5000
profession_category__works_in_industry_en,healthcare,chemicals,3,166,100,5000
profession_category__works_in_industry_en,healthcare,communications,3,166,100,5000
profession_category__works_in_industry_en,healthcare,construction,4,166,100,5000
profession_category__works_in_industry_en,healthcare,consulting,4,166,100,5000
profession_category__works_in_industry_en,healthcare,electrical,3,166,100,5000
profession_category__works_in_industry_en,healthcare,energy,4,166,100,5000
profession_category__works_in_industry_en,healthcare,engineering,3,166,100,5000
profession_category__works_in_industry_en,healthcare,entertainment,3,166,100,5000
profession_category__works_in_industry_en,healthcare,extraction,4,166,100,5000
profession_category__works_in_industry_en,healthcare,fabrication,3,166,100,5000
profession_category__works_in_industry_en,healthcare,farming,3,166,100,5000
profession_category__works_in_industry_en,healthcare,fashion,3,166,100,5000
profession_category__works_in_industry_en,healthcare,gaming,3,166,100,5000
profession_category__works_in_industry_en,healthcare,government,3,166,100,5000
profession_category__works_in_industry_en,healthcare,groceries,3,166,100,5000
profession_category__works_in_industry_en,healthcare,healthcare,4,166,100,5000
profession_category__works_in_industry_en,healthcare,hotels,4,166,100,5000
profession_category__works_in_industry_en,healthcare,infrastructure,3,166,100,5000
profession_category__works_in_industry_en,healthcare,insurance,3,166,100,5000
profession_category__works_in_industry_en,healthcare,investment,3,166,100,5000
profession_category__works_in_industry_en,healthcare,law,3,166,100,5000
profession_category__works_in_industry_en,healthcare,logistics,3,166,100,5000
profession_category__works_in_industry_en,healthcare,maritime,4,166,100,5000
profession_category__works_in_industry_en,healthcare,media,3,166,100,5000
profession_category__works_in_industry_en,healthcare,pharmaceuticals,3,166,100,5000
profession_category__works_in_industry_en,healthcare,property,3,166,100,5000
profession_category__works_in_industry_en,healthcare,railways,4,166,100,5000
profession_category__works_in_industry_en,healthcare,recreation,3,166,100,5000
profession_category__works_in_industry_en,healthcare,research,3,166,100,5000
profession_category__works_in_industry_en,healthcare,retail,4,166,100,5000
profession_category__works_in_industry_en,healthcare,security,3,166,100,5000
profession_category__works_in_industry_en,healthcare,software,3,166,100,5000
profession_category__works_in_industry_en,healthcare,space,3,166,100,5000
profession_category__works_in_industry_en,healthcare,textiles,3,166,100,5000
profession_category__works_in_industry_en,healthcare,timber,3,166,100,5000
profession_category__works_in_industry_en,healthcare,tourism,3,166,100,5000
profession_category__works_in_industry_en,healthcare,trade,3,166,100,5000
profession_category__works_in_industry_en,healthcare,waste,5,166,100,5000
profession_category__works_in_industry_en,healthcare,welfare,3,166,100,5000
profession_category__works_in_industry_en,hospitality,academia,2,100,100,5000
profession_category__works_in_industry_en,hospitality,accounting,2,100,100,5000
profession_category__works_in_industry_en,hospitality,advertising,2,100,100,5000
profession_category__works_in_industry_en,hospitality,airlines,3,100,100,5000
profession_category__works_in_industry_en,hospitality,architecture,2,100,100,5000
profession_category__works_in_industry_en,hospitality,arts,2,100,100,5000
profession_category__works_in_industry_en,hospitality,automotive,2,100,100,5000
profession_category__works_in_industry_en,hospitality,banking,2,100,100,5000
profession_category__works_in_industry_en,hospitality,biotech,2,100,100,5000
profession_category__works_in_industry_en,hospitality,books,2,100,100,5000
profession_category__works_in_industry_en,hospitality,catering,2,100,100,5000
profession_category__works_in_industry_en,hospitality,chemicals,2,100,100,5000
profession_category__works_in_industry_en,hospitality,communications,2,100,100,5000
profession_category__works_in_industry_en,hospitality,construction,2,100,100,5000
profession_category__works_in_industry_en,hospitality,consulting,1,100,100,5000
profession_category__works_in_industry_en,hospitality,electrical,2,100,100,5000
profession_category__works_in_industry_en,hospitality,energy,1,100,100,5000
profession_category__works_in_industry_en,hospitality,engineering,2,100,100,5000
profession_category__works_in_industry_en,hospitality,entertainment,2,100,100,5000
profession_category__works_in_industry_en,hospitality,extraction,2,100,100,5000
profession_category__works_in_industry_en,hospitality,fabrication,2,100,100,5000
profession_category__works_in_industry_en,hospitality,farming,2,100,100,5000
profession_category__works_in_industry_en,hospitality,fashion,2,100,100,5000
profession_category__works_in_industry_en,hospitality,gaming,2,100,100,5000
profession_category__works_in_industry_en,hospitality,government,2,100,100,5000
profession_category__works_in_industry_en,hospitality,groceries,2,100,100,5000
profession_category__works_in_industry_en,hospitality,healthcare,2,100,100,5000
profession_category__works_in_industry_en,hospitality,hotels,2,100,100,5000
profession_category__works_in_industry_en,hospitality,infrastructure,2,100,100,5000
profession_category__works_in_industry_en,hospitality,insurance,2,100,100,5000
profession_category__works_in_industry_en,hospitality,investment,2,100,100,5000
profession_category__works_in_industry_en,hospitality,law,1,100,100,5000
profession_category__works_in_industry_en,hospitality,logistics,2,100,100,5000
profession_category__works_in_industry_en,hospitality,maritime,2,100,100,5000
profession_category__works_in_industry_en,hospitality,media,2,100,100,5000
profession_category__works_in_industry_en,hospitality,pharmaceuticals,3,100,100,5000
profession_category__works_in_industry_en,hospitality,property,2,100,100,5000
profession_category__works_in_industry_en,hospitality,railways,2,100,100,5000
profession_category__works_in_industry_en,hospitality,recreation,2,100,100,5000
profession_category__works_in_industry_en,hospitality,research,2,100,100,5000
profession_category__works_in_industry_en,hospitality,retail,2,100,100,5000
profession_category__works_in_industry_en,hospitality,security,2,100,100,5000
profession_category__works_in_industry_en,hospitality,software,2,100,100,5000
profession_category__works_in_industry_en,hospitality,space,2,100,100,5000
profession_category__works_in_industry_en,hospitality,textiles,2,100,100,5000
profession_category__works_in_industry_en,hospitality,timber,2,100,100,5000
profession_category__works_in_industry_en,hospitality,tourism,2,100,100,5000
profession_category__works_in_industry_en,hospitality,trade,3,100,100,5000
profession_category__works_in_industry_en,hospitality,waste,2,100,100,5000
profession_category__works_in_industry_en,hospitality,welfare,2,100,100,5000
profession_category__works_in_industry_en,legal,academia,2,81,100,5000
profession_category__works_in_industry_en,legal,accounting,2,81,100,5000
profession_category__works_in_industry_en,legal,advertising,2,81,100,5000
profession_category__works_in_industry_en,legal,airlines,1,81,100,5000
profession_category__works_in_industry_en,legal,architecture,1,81,100,5000
profession_category__works_in_industry_en,legal,arts,1,81,100,5000
profession_category__works_in_industry_en,legal,automotive,1,81,100,5000
profession_category__works_in_industry_en,legal,banking,1,81,100,5000
profession_category__works_in_industry_en,legal,biotech,3,81,100,5000
profession_category__works_in_industry_en,legal,books,2,81,100,5000
profession_category__works_in_industry_en,legal,catering,1,81,100,5000
profession_category__works_in_industry_en,legal,chemicals,2,81,100,5000
profession_category__works_in_industry_en,legal,communications,1,81,100,5000
profession_category__works_in_industry_en,legal,construction,2,81,100,5000
profession_category__works_in_industry_en,legal,consulting,2,81,100,5000
profession_category__works_in_industry_en,legal,electrical,1,81,100,5000
profession_category__works_in_industry_en,legal,energy,1,81,100,5000
profession_category__works_in_industry_en,legal,engineering,2,81,100,5000
profession_category__works_in_industry_en,legal,entertainment,2,81,100,5000
profession_category__works_in_industry_en,legal,extraction,2,81,100,5000
profession_category__works_in_industry_en,legal,fabrication,1,81,100,5000
profession_category__works_in_industry_en,legal,farming,2,81,100,5000
profession_category__works_in_industry_en,legal,fashion,1,81,100,5000
profession_category__works_in_industry_en,legal,gaming,1,81,100,5000
profession_category__works_in_industry_en,legal,government,2,81,100,5000
profession_category__works_in_industry_en,legal,groceries,1,81,100,5000
profession_category__works_in_industry_en,legal,healthcare,2,81,100,5000
profession_category__works_in_industry_en,legal,hotels,2,81,100,5000
profession_category__works_in_industry_en,legal,infrastructure,2,81,100,5000
profession_category__works_in_industry_en,legal,insurance,1,81,100,5000
profession_category__works_in_industry_en,legal,investment,2,81,100,5000
profession_category__works_in_industry_en,legal,law,2,81,100,5000
profession_category__works_in_industry_en,legal,logistics,2,81,100,5000
profession_category__works_in_industry_en,legal,maritime,1,81,100,5000
profession_category__works_in_industry_en,legal,media,2,81,100,5000
profession_category__works_in_industry_en,legal,pharmaceuticals,2,81,100,5000
profession_category__works_in_industry_en,legal,property,2,81,100,5000
profession_category__works_in_industry_en,legal,railways,2,81,100,5000
profession_category__works_in_industry_en,legal,recreation,1,81,100,5000
profession_category__works_in_industry_en,legal,research,1,81,100,5000
profession_category__works_in_industry_en,legal,retail,2,81,100,5000
profession_category__works_in_industry_en,legal,security,2,81,100,5000
profession_category__works_in_industry_en,legal,software,1,81,100,5000
profession_category__works_in_industry_en,legal,space,2,81,100,5000
profession_category__works_in_industry_en,legal,textiles,2,81,100,5000
profession_category__works_in_industry_en,legal,timber,2,81,100,5000
profession_category__works_in_industry_en,legal,tourism,1,81,100,5000
profession_category__works_in_industry_en,legal,trade,1,81,100,5000
profession_category__works_in_industry_en,legal,waste,2,81,100,5000
profession_category__works_in_industry_en,legal,welfare,2,81,100,5000
profession_category__works_in_industry_en,logistics,academia,4,187,100,5000
profession_category__works_in_industry_en,logistics,accounting,4,187,100,5000
profession_category__works_in_industry_en,logistics,advertising,4,187,100,5000
profession_category__works_in_industry_en,logistics,airlines,3,187,100,5000
profession_category__works_in_industry_en,logistics,architecture,4,187,100,5000
profession_category__works_in_industry_en,logistics,arts,3,187,100,5000
profession_category__works_in_industry_en,logistics,automotive,3,187,100,5000
profession_category__works_in_industry_en,logistics,banking,3,187,100,5000
profession_category__works_in_industry_en,logistics,biotech,5,187,100,5000
profession_category__works_in_industry_en,logistics,books,4,187,100,5000
profession_category__works_in_industry_en,logistics,catering,3,187,100,5000
profession_category__works_in_industry_en,logistics,chemicals,4,187,100,5000
profession_category__works_in_industry_en,logistics,communications,4,187,100,5000
profession_category__works_in_industry_en,logistics,construction,4,187,100,5000
profession_category__works_in_industry_en,logistics,consulting,3,187,100,5000
profession_category__works_in_industry_en,logistics,electrical,4,187,100,5000
profession_category__works_in_industry_en,logistics,energy,4,187,100,5000
profession_category__works_in_industry_en,logistics,engineering,4,187,100,5000
profession_category__works_in_industry_en,logistics,entertainment,3,187,100,5000
profession_category__works_in_industry_en,logistics,extraction,4,187,100,5000
profession_category__works_in_industry_en,logistics,fabrication,4,187,100,5000
profession_category__works_in_industry_en,logistics,farming,4,187,100,5000
profession_category__works_in_industry_en,logistics,fashion,4,187,100,5000
profession_category__works_in_industry_en,logistics,gaming,4,187,100,5000
profession_category__works_in_industry_en,logistics,government,4,187,100,5000
profession_category__works_in_industry_en,logistics,groceries,3,187,100,5000
profession_category__works_in_industry_en,logistics,healthcare,5,187,100,5000
profession_category__works_in_industry_en,logistics,hotels,4,187,100,5000
profession_category__works_in_industry_en,logistics,infrastructure,4,187,100,5000
profession_category__works_in_industry_en,logistics,insurance,3,187,100,5000
profession_category__works_in_industry_en,logistics,investment,4,187,100,5000
profession_category__works_in_industry_en,logistics,law,4,187,100,5000
profession_category__works_in_industry_en,logistics,logistics,3,187,100,5000
profession_category__works_in_industry_en,logistics,maritime,3,187,100,5000
profession_category__works_in_industry_en,logistics,media,4,187,100,5000
profession_category__works_in_industry_en,logistics,pharmaceuticals,4,187,100,5000
profession_category__works_in_industry_en,logistics,property,3,187,100,5000
profession_category__works_in_industry_en,logistics,railways,4,187,100,5000
profession_category__works_in_industry_en,logistics,recreation,4,187,100,5000
profession_category__works_in_industry_en,logistics,research,4,187,100,5000
profession_category__works_in_industry_en,logistics,retail,4,187,100,5000
profession_category__works_in_industry_en,logistics,security,4,187,100,5000
profession_category__works_in_industry_en,logistics,software,4,187,100,5000
profession_category__works_in_industry_en,logistics,space,5,187,100,5000
profession_category__works_in_industry_en,logistics,textiles,3,187,100,5000
profession_category__works_in_industry_en,logistics,timber,3,187,100,5000
profession_category__works_in_industry_en,logistics,tourism,3,187,100,5000
profession_category__works_in_industry_en,logistics,trade,3,187,100,5000
profession_category__works_in_industry_en,logistics,waste,4,187,100,5000
profession_category__works_in_industry_en,logistics,welfare,4,187,100,5000
profession_category__works_in_industry_en,manual_labor,academia,3,132,100,5000
profession_category__works_in_industry_en,manual_labor,accounting,3,132,100,5000
profession_category__works_in_industry_en,manual_labor,advertising,3,132,100,5000
profession_category__works_in_industry_en,manual_labor,airlines,2,132,100,5000
profession_category__works_in_industry_en,manual_labor,architecture,2,132,100,5000
profession_category__works_in_industry_en,manual_labor,arts,2,132,100,5000
profession_category__works_in_industry_en,manual_labor,automotive,3,132,100,5000
profession_category__works_in_industry_en,manual_labor,banking,3,132,100,5000
profession_category__works_in_industry_en,manual_labor,biotech,4,132,100,5000
profession_category__works_in_industry_en,manual_labor,books,3,132,100,5000
profession_category__works_in_industry_en,manual_labor,catering,2,132,100,5000
profession_category__works_in_industry_en,manual_labor,chemicals,3,132,100,5000
profession_category__works_in_industry_en,manual_labor,communications,3,132,100,5000
profession_category__works_in_industry_en,manual_labor,construction,3,132,100,5000
profession_category__works_in_industry_en,manual_labor,consulting,3,132,100,5000
profession_category__works_in_industry_en,manual_labor,electrical,3,132,100,5000
profession_category__works_in_industry_en,manual_labor,energy,3,132,100,5000
profession_category__works_in_industry_en,manual_labor,engineering,2,132,100,5000
profession_category__works_in_industry_en,manual_labor,entertainment,2,132,100,5000
profession_category__works_in_industry_en,manual_labor,extraction,3,132,100,5000
profession_category__works_in_industry_en,manual_labor,fabrication,3,132,100,5000
profession_category__works_in_industry_en,manual_labor,farming,2,132,100,5000
profession_category__works_in_industry_en,manual_labor,fashion,3,132,100,5000
profession_category__works_in_industry_en,manual_labor,gaming,2,132,100,5000
profession_category__works_in_industry_en,manual_labor,government,3,132,100,5000
profession_category__works_in_industry_en,manual_labor,groceries,2,132,100,5000
profession_category__works_in_industry_en,manual_labor,healthcare,3,132,100,5000
profession_category__works_in_industry_en,manual_labor,hotels,2,132,100,5000
profession_category__works_in_industry_en,manual_labor,infrastructure,2,132,100,5000
profession_category__works_in_industry_en,manual_labor,insurance,3,132,100,5000
profession_category__works_in_industry_en,manual_labor,investment,3,132,100,5000
profession_category__works_in_industry_en,manual_labor,law,2,132,100,5000
profession_category__works_in_industry_en,manual_labor,logistics,3,132,100,5000
profession_category__works_in_industry_en,manual_labor,maritime,2,132,100,5000
profession_category__works_in_industry_en,manual_labor,media,3,132,100,5000
profession_category__works_in_industry_en,manual_labor,pharmaceuticals,3,132,100,5000
profession_category__works_in_industry_en,manual_labor,property,3,132,100,5000
profession_category__works_in_industry_en,manual_labor,railways,2,132,100,5000
profession_category__works_in_industry_en,manual_labor,recreation,3,132,100,5000
profession_category__works_in_industry_en,manual_labor,research,2,132,100,5000
profession_category__works_in_industry_en,manual_labor,retail,2,132,100,5000
profession_category__works_in_industry_en,manual_labor,security,3,132,100,5000
profession_category__works_in_industry_en,manual_labor,software,3,132,100,5000
profession_category__works_in_industry_en,manual_labor,space,2,132,100,5000
profession_category__works_in_industry_en,manual_labor,textiles,2,132,100,5000
profession_category__works_in_industry_en,manual_labor,timber,3,132,100,5000
profession_category__works_in_industry_en,manual_labor,tourism,3,132,100,5000
profession_category__works_in_industry_en,manual_labor,trade,3,132,100,5000
profession_category__works_in_industry_en,manual_labor,waste,3,132,100,5000
profession_category__works_in_industry_en,manual_labor,welfare,2,132,100,5000
profession_category__works_in_industry_en,media,academia,4,179,100,5000
profession_category__works_in_industry_en,media,accounting,3,179,100,5000
profession_category__works_in_industry_en,media,advertising,3,179,100,5000
profession_category__works_in_industry_en,media,airlines,4,179,100,5000
profession_category__works_in_industry_en,media,architecture,4,179,100,5000
profession_category__works_in_industry_en,media,arts,3,179,100,5000
profession_category__works_in_industry_en,media,automotive,4,179,100,5000
profession_category__works_in_industry_en,media,banking,3,179,100,5000
profession_category__works_in_industry_en,media,biotech,3,179,100,5000
profession_category__works_in_industry_en,media,books,4,179,100,5000
profession_category__works_in_industry_en,media,catering,4,179,100,5000
profession_category__works_in_industry_en,media,chemicals,4,179,100,5000
profession_category__works_in_industry_en,media,communications,4,179,100,5000
profession_category__works_in_industry_en,media,construction,4,179,100,5000
profession_category__works_in_industry_en,media,consulting,4,179,100,5000
profession_category__works_in_industry_en,media,electrical,4,179,100,5000
profession_category__works_in_industry_en,media,energy,4,179,100,5000
profession_category__works_in_industry_en,media,engineering,3,179,100,5000
profession_category__works_in_industry_en,media,entertainment,4,179,100,5000
profession_category__works_in_industry_en,media,extraction,4,179,100,5000
profession_category__works_in_industry_en,media,fabrication,3,179,100,5000
profession_category__works_in_industry_en,media,farming,3,179,100,5000
profession_category__works_in_industry_en,media,fashion,3,179,100,5000
profession_category__works_in_industry_en,media,gaming,4,179,100,5000
profession_category__works_in_industry_en,media,government,3,179,100,5000
profession_category__works_in_industry_en,media,groceries,4,179,100,5000
profession_category__works_in_industry_en,media,healthcare,4,179,100,5000
profession_category__works_in_industry_en,media,hotels,3,179,100,5000
profession_category__works_in_industry_en,media,infrastructure,3,179,100,5000
profession_category__works_in_industry_en,media,insurance,3,179,100,5000
profession_category__works_in_industry_en,media,investment,3,179,100,5000
profession_category__works_in_industry_en,media,law,3,179,100,5000
profession_category__works_in_industry_en,media,logistics,4,179,100,5000
profession_category__works_in_industry_en,media,maritime,4,179,100,5000
profession_category__works_in_industry_en,media,media,3,179,100,5000
profession_category__works_in_industry_en,media,pharmaceuticals,4,179,100,5000
profession_category__works_in_industry_en,media,property,3,179,100,5000
profession_category__works_in_industry_en,media,railways,4,179,100,5000
profession_category__works_in_industry_en,media,recreation,3,179,100,5000
profession_category__works_in_industry_en,media,research,4,179,100,5000
profession_category__works_in_industry_en,media,retail,4,179,100,5000
profession_category__works_in_industry_en,media,security,3,179,100,5000
profession_category__works_in_industry_en,media,software,4,179,100,5000
profession_category__works_in_industry_en,media,space,3,179,100,5000
profession_category__works_in_industry_en,media,textiles,3,179,100,5000
profession_category__works_in_industry_en,media,timber,4,179,100,5000
profession_category__works_in_industry_en,media,tourism,4,179,100,5000
profession_category__works_in_industry_en,media,trade,4,179,100,5000
profession_category__works_in_industry_en,media,waste,5,179,100,5000
profession_category__works_in_industry_en,media,welfare,3,179,100,5000
profession_category__works_in_industry_en,public_service,academia,4,167,100,5000
profession_category__works_in_industry_en,public_service,accounting,3,167,100,5000
profession_category__works_in_industry_en,public_service,advertising,3,167,100,5000
profession_category__works_in_industry_en,public_service,airlines,4,167,100,5000
profession_category__works_in_industry_en,public_service,architecture,3,167,100,5000
profession_category__works_in_industry_en,public_service,arts,3,167,100,5000
profession_category__works_in_industry_en,public_service,automotive,3,167,100,5000
profession_category__works_in_industry_en,public_service,banking,4,167,100,5000
profession_category__works_in_industry_en,public_service,biotech,3,167,100,5000
profession_category__works_in_industry_en,public_service,books,4,167,100,5000
profession_category__works_in_industry_en,public_service,catering,4,167,100,5000
profession_category__works_in_industry_en,public_service,chemicals,3,167,100,5000
profession_category__works_in_industry_en,public_service,communications,4,167,100,5000
profession_category__works_in_industry_en,public_service,construction,4,167,100,5000
profession_category__works_in_industry_en,public_service,consulting,4,167,100,5000
profession_category__works_in_industry_en,public_service,electrical,3,167,100,5000
profession_category__works_in_industry_en,public_service,energy,3,167,100,5000
profession_category__works_in_industry_en,public_service,engineering,3,167,100,5000
profession_category__works_in_industry_en,public_service,entertainment,3,167,100,5000
profession_category__works_in_industry_en,public_service,extraction,3,167,100,5000
profession_category__works_in_industry_en,public_service,fabrication,3,167,100,5000
profession_category__works_in_industry_en,public_service,farming,4,167,100,5000
profession_category__works_in_industry_en,public_service,fashion,3,167,100,5000
profession_category__works_in_industry_en,public_service,gaming,3,167,100,5000
profession_category__works_in_industry_en,public_service,government,3,167,100,5000
profession_category__works_in_industry_en,public_service,groceries,3,167,100,5000
profession_category__works_in_industry_en,public_service,healthcare,4,167,100,5000
profession_category__works_in_industry_en,public_service,hotels,4,167,100,5000
profession_category__works_in_industry_en,public_service,infrastructure,3,167,100,5000
profession_category__works_in_industry_en,public_service,insurance,3,167,100,5000
profession_category__works_in_industry_en,public_service,investment,4,167,100,5000
profession_category__works_in_industry_en,public_service,law,4,167,100,5000
profession_category__works_in_industry_en,public_service,logistics,3,167,100,5000
profession_category__works_in_industry_en,public_service,maritime,3,167,100,5000
profession_category__works_in_industry_en,public_service,media,4,167,100,5000
profession_category__works_in_industry_en,public_service,pharmaceuticals,3,167,100,5000
